,Player_Name,Rank,Kills,Deaths,Assists,Kill death difference,Kill death ratio,Average damage per round,Percentage of kills with a headshot,First kills of a round,First deaths of a round,First kills as a T,First deaths as a T,First kills as a CT,First deaths as a CT,Trade kills,Death was traded,Traded first kills,First deaths traded,Traded first kills as T,First deaths traded as T,Traded first kills as CT,First deaths traded as CT,1v5,1v4,1v3,1v2,1v1,5k,4k,3k,2k,1k,"Percentage of rounds with a Kill, Assist, Survived or Death Traded",HLTV Rating 1.0,Top Starting Side,Round Winner,Match_id,map,date,VAC,Starting_Side,CT_round_diff,T_round_diff,Match_Result
2675,KoHo,,27,20,5,7,1.4,99,33%,6,2,3,1,3,1,4,3,1,1,0,1,1,0,0,0,0,0,0,0,1,1,6,8,78%,1.4,T,"['T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT']",19102876,de_dust2,31st Oct 2020 21:26:56,False,CT,1.0,4.0,Win
2676,Blhoux,,21,15,12,6,1.4,83,19%,5,2,2,0,3,2,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,11,78%,1.19,T,"['T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT']",19102876,de_dust2,31st Oct 2020 21:26:56,False,CT,1.0,4.0,Win
2677,Cho,,22,15,3,7,1.5,78,36%,4,1,1,1,3,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,12,85%,1.15,T,"['T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT']",19102876,de_dust2,31st Oct 2020 21:26:56,False,CT,1.0,4.0,Win
2679,mini,,17,20,4,-3,0.9,68,53%,2,2,2,0,0,2,1,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,4,9,67%,0.82,T,"['T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT']",19102876,de_dust2,31st Oct 2020 21:26:56,False,CT,1.0,4.0,Win
2680,Blhoux,,25,14,4,11,1.8,114,28%,2,2,2,2,0,0,3,5,0,1,0,1,0,0,0,0,0,0,0,0,0,4,3,7,83%,1.61,T,"['CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T']",7954005,de_inferno,31st Mar 2020 20:01:21,False,T,6.0,3.0,Win
2682,KoHo,,19,15,4,4,1.3,85,37%,3,3,2,2,1,1,3,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5,9,78%,1.1,T,"['CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T']",7954005,de_inferno,31st Mar 2020 20:01:21,False,T,6.0,3.0,Win
2683,mini,,12,13,2,-1,0.9,54,25%,0,2,0,2,0,0,4,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,7,70%,0.89,T,"['CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T']",7954005,de_inferno,31st Mar 2020 20:01:21,False,T,6.0,3.0,Win
2684,Cho,,14,15,13,-1,0.9,97,43%,1,2,0,2,1,0,3,4,1,1,0,1,1,0,0,0,0,0,1,0,0,0,3,8,96%,0.87,T,"['CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T']",7954005,de_inferno,31st Mar 2020 20:01:21,False,T,6.0,3.0,Win
2695,Blhoux,,24,15,6,9,1.6,118,29%,2,2,1,1,1,1,5,3,2,0,2,0,0,0,0,0,0,0,1,0,0,2,6,6,79%,1.43,T,"['T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT']",6071374,de_mirage,18th Jan 2020 11:20:33,False,CT,5.0,3.0,Win
2696,mini,,17,11,2,6,1.5,59,47%,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,7,75%,1.23,T,"['T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT']",6071374,de_mirage,18th Jan 2020 11:20:33,False,CT,5.0,3.0,Win
2697,Cho,,21,16,3,5,1.3,91,19%,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,75%,1.15,T,"['T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT']",6071374,de_mirage,18th Jan 2020 11:20:33,False,CT,5.0,3.0,Win
2698,KoHo,,18,16,7,2,1.1,89,11%,6,4,2,2,4,2,3,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,8,79%,1.12,T,"['T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT']",6071374,de_mirage,18th Jan 2020 11:20:33,False,CT,5.0,3.0,Win
2705,Blhoux,,33,20,10,13,1.7,123,30%,4,2,2,0,2,2,4,5,1,1,0,0,1,1,0,0,0,0,0,0,0,3,9,6,87%,1.57,T,"['T', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT']",8836853,de_inferno,21st Apr 2020 21:11:38,False,CT,-1.0,3.0,Win
2706,KoHo,,24,22,3,2,1.1,82,42%,7,3,5,1,2,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,7,67%,1.19,T,"['T', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT']",8836853,de_inferno,21st Apr 2020 21:11:38,False,CT,-1.0,3.0,Win
2707,mini,,24,21,6,3,1.1,83,29%,2,5,2,2,0,3,3,5,1,1,0,0,1,1,0,0,0,0,0,0,0,1,2,17,87%,1.06,T,"['T', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT']",8836853,de_inferno,21st Apr 2020 21:11:38,False,CT,-1.0,3.0,Win
2708,Cho,,20,22,10,-2,0.9,87,40%,1,0,1,0,0,0,6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,11,73%,0.92,T,"['T', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT']",8836853,de_inferno,21st Apr 2020 21:11:38,False,CT,-1.0,3.0,Win
2715,mini,,18,17,0,1,1.1,68,33%,4,3,2,0,2,3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,5,54%,1.06,T,"['T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T']",8129557,de_dust2,5th Apr 2020 18:08:05,False,CT,-5.0,-3.0,Loss
2716,KoHo,,15,18,2,-3,0.8,69,20%,2,2,1,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,63%,0.92,T,"['T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T']",8129557,de_dust2,5th Apr 2020 18:08:05,False,CT,-5.0,-3.0,Loss
2719,Blhoux,,14,21,5,-7,0.7,91,21%,1,3,1,1,0,2,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,6,67%,0.69,T,"['T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T']",8129557,de_dust2,5th Apr 2020 18:08:05,False,CT,-5.0,-3.0,Loss
2725,Cho,,29,17,4,12,1.7,110,38%,3,1,3,0,0,1,4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,4,4,5,68%,1.74,T,"['T', 'T', 'T', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T']",23837700,de_dust2,19th Dec 2020 22:36:04,False,CT,-9.0,2.0,Loss
2738,Blhoux,,19,21,5,-2,0.9,75,32%,2,5,1,4,1,1,4,6,1,2,1,2,0,0,0,0,0,0,0,0,0,1,5,6,76%,0.93,T,"['T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT']",6181386,de_cache,23rd Jan 2020 20:34:30,False,CT,1.0,2.0,Win
2742,KoHo,,6,15,3,-9,0.4,64,33%,0,3,0,3,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,4,47%,0.43,T,"['CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT']",7723363,de_mirage,26th Mar 2020 09:48:25,True,T,-2.0,-13.0,Loss
2743,Blhoux,,6,17,3,-11,0.4,50,17%,1,3,0,3,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,41%,0.29,T,"['CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT']",7723363,de_mirage,26th Mar 2020 09:48:25,True,T,-2.0,-13.0,Loss
2744,Cho,,3,17,2,-14,0.2,42,0%,0,5,0,4,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,29%,0.18,T,"['CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT']",7723363,de_mirage,26th Mar 2020 09:48:25,True,T,-2.0,-13.0,Loss
2755,Blhoux,,25,17,7,8,1.5,114,36%,5,0,4,0,1,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,11,93%,1.38,T,"['T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT']",7029413,de_cache,2nd Mar 2020 17:39:51,True,CT,-3.0,8.0,Win
2757,KoHo,,21,18,3,3,1.2,76,38%,2,5,2,0,0,5,4,4,1,0,1,0,0,0,0,0,0,1,0,0,0,3,2,8,70%,1.16,T,"['T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT']",7029413,de_cache,2nd Mar 2020 17:39:51,True,CT,-3.0,8.0,Win
2768,Blhoux,,18,24,6,-6,0.8,83,22%,4,5,2,3,2,2,1,5,0,1,0,0,0,1,0,0,0,1,0,0,0,1,3,9,62%,0.78,T,"['T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T']",6208874,de_inferno,25th Jan 2020 14:36:15,False,CT,-1.0,-2.0,Loss
2770,Blhoux,,26,15,4,11,1.7,95,27%,2,2,1,2,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,8,73%,1.38,T,"['CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T']",8379136,de_inferno,8th Apr 2020 16:33:34,False,T,9.0,-3.0,Win
2771,KoHo,,21,18,7,3,1.2,93,29%,7,4,2,3,5,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,8,62%,1.19,T,"['CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T']",8379136,de_inferno,8th Apr 2020 16:33:34,False,T,9.0,-3.0,Win
2772,Lucas,,17,13,6,4,1.3,80,24%,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,69%,1.13,T,"['CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T']",8379136,de_inferno,8th Apr 2020 16:33:34,False,T,9.0,-3.0,Win
2774,Cho,,8,16,2,-8,0.5,46,38%,0,3,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,62%,0.57,T,"['CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T']",8379136,de_inferno,8th Apr 2020 16:33:34,False,T,9.0,-3.0,Win
2781,Blhoux,,23,16,3,7,1.4,77,26%,6,1,3,1,3,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,10,76%,1.25,T,"['CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T']",8836861,de_dust2,21st Apr 2020 19:23:46,False,T,4.0,-1.0,Win
2782,Cho,,22,17,6,5,1.3,91,18%,4,3,3,2,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,79%,1.09,T,"['CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T']",8836861,de_dust2,21st Apr 2020 19:23:46,False,T,4.0,-1.0,Win
2783,KoHo,,19,16,7,3,1.2,70,53%,2,1,1,1,1,0,4,3,1,0,0,0,1,0,0,0,0,1,1,0,0,1,3,10,83%,1.03,T,"['CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T']",8836861,de_dust2,21st Apr 2020 19:23:46,False,T,4.0,-1.0,Win
2784,mini,,19,18,6,1,1.1,74,21%,1,2,0,1,1,1,2,6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,12,79%,0.96,T,"['CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T']",8836861,de_dust2,21st Apr 2020 19:23:46,False,T,4.0,-1.0,Win
2790,Blhoux,,28,28,3,0,1.0,144,32%,4,2,1,1,3,1,4,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,7,7,70%,1.53,T,"['CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT']",7723366,de_mirage,26th Mar 2020 09:04:57,False,T,-6.0,-3.0,Loss
2791,KoHo,,27,23,2,4,1.2,119,22%,5,1,4,1,1,0,5,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,7,10,78%,1.38,T,"['CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT']",7723366,de_mirage,26th Mar 2020 09:04:57,False,T,-6.0,-3.0,Loss
2792,Cho,,15,26,4,-11,0.6,78,40%,0,3,0,1,0,2,5,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,9,74%,0.73,T,"['CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'CT']",7723366,de_mirage,26th Mar 2020 09:04:57,False,T,-6.0,-3.0,Loss
2805,Blhoux,,22,19,1,3,1.2,79,18%,2,4,1,2,1,2,5,3,0,1,0,1,0,0,0,0,0,0,0,0,1,2,4,4,59%,1.27,T,"['T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT']",6056031,de_overpass,14th Jan 2020 18:58:07,True,CT,5.0,0.0,Win
2809,KoHo,,12,17,4,-5,0.7,45,50%,2,0,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,8,67%,0.72,T,"['T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT']",6056031,de_overpass,14th Jan 2020 18:58:07,True,CT,5.0,0.0,Win
2810,KoHo,,24,19,3,5,1.3,97,29%,5,2,3,1,2,1,5,2,0,0,0,0,0,0,0,0,0,1,2,0,0,4,1,10,73%,1.28,T,"['CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT']",22851412,de_inferno,17th Dec 2020 20:18:37,False,T,-5.0,-1.0,Loss
2811,Cho,,17,22,2,-5,0.8,70,18%,3,2,3,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,62%,0.85,T,"['CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT']",22851412,de_inferno,17th Dec 2020 20:18:37,False,T,-5.0,-1.0,Loss
2812,Kiwi,,16,22,3,-6,0.7,62,50%,2,0,0,0,2,0,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,11,50%,0.73,T,"['CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT']",22851412,de_inferno,17th Dec 2020 20:18:37,False,T,-5.0,-1.0,Loss
2813,Blhoux,,14,23,6,-9,0.6,60,36%,0,4,0,2,0,2,4,5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2,6,69%,0.72,T,"['CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT']",22851412,de_inferno,17th Dec 2020 20:18:37,False,T,-5.0,-1.0,Loss
2814,mini,,14,23,4,-9,0.6,71,57%,3,5,1,4,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,50%,0.63,T,"['CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT']",22851412,de_inferno,17th Dec 2020 20:18:37,False,T,-5.0,-1.0,Loss
2825,Cho,,17,10,2,7,1.7,78,24%,1,2,1,0,0,2,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,6,81%,1.3,T,"['CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT']",19690999,de_inferno,15th Nov 2020 21:04:30,True,CT,9.0,2.0,Win
2826,Blhoux,,18,11,4,7,1.6,103,22%,3,2,0,2,3,0,1,3,0,2,0,2,0,0,0,0,0,0,0,0,0,1,3,9,76%,1.27,T,"['CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT']",19690999,de_inferno,15th Nov 2020 21:04:30,True,CT,9.0,2.0,Win
2827,Lucas,,19,13,4,6,1.5,98,32%,6,0,2,0,4,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,11,76%,1.26,T,"['CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT']",19690999,de_inferno,15th Nov 2020 21:04:30,True,CT,9.0,2.0,Win
2828,mini,,18,12,2,6,1.5,66,28%,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,6,76%,1.23,T,"['CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT']",19690999,de_inferno,15th Nov 2020 21:04:30,True,CT,9.0,2.0,Win
2829,KoHo,,16,11,6,5,1.5,85,31%,5,1,0,1,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,76%,1.16,T,"['CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT']",19690999,de_inferno,15th Nov 2020 21:04:30,True,CT,9.0,2.0,Win
2830,Blhoux,,34,17,6,17,2.0,109,26%,3,2,3,2,0,0,7,4,1,0,1,0,0,0,0,0,0,0,0,0,0,5,5,9,82%,1.75,T,"['CT', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",7464572,de_dust2,19th Mar 2020 21:41:00,False,T,7.0,-3.0,Win
2832,KoHo,,22,14,5,8,1.6,75,9%,1,2,0,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,9,79%,1.31,T,"['CT', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",7464572,de_dust2,19th Mar 2020 21:41:00,False,T,7.0,-3.0,Win
2833,Cho,,16,18,8,-2,0.9,78,31%,2,2,0,1,2,1,5,6,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,7,79%,0.89,T,"['CT', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",7464572,de_dust2,19th Mar 2020 21:41:00,False,T,7.0,-3.0,Win
2845,KoHo,,26,18,2,8,1.4,75,35%,2,2,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12,77%,1.32,T,"['CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT']",7464574,de_mirage,19th Mar 2020 16:02:44,False,CT,1.0,-1.0,Draw
2848,Blhoux,,19,20,7,-1,1.0,68,21%,4,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,8,67%,0.94,T,"['CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT']",7464574,de_mirage,19th Mar 2020 16:02:44,False,CT,1.0,-1.0,Draw
2849,Cho,,12,22,7,-10,0.5,56,33%,1,5,0,2,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,60%,0.63,T,"['CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT']",7464574,de_mirage,19th Mar 2020 16:02:44,False,CT,1.0,-1.0,Draw
